name,ans
  百德,0
 3.,0
 5,0
 Ajit Pai ,1
 Asif Ibrahim ,0
 CEO Harald Krueger ,0
 Carlos Ghosn ,0
 Christian Lee,0
 Ian Beer ,0
 J 卡,0
 Kratsios ,1
 Larry Page ,0
 MacroPolo ,1
 Roger Severino ,0
 Sergey Brin ,1
 Simon Chen ,0
 Sundar Pichai ,0
 Tom Coates ,0
 ▶ ,0
 呂少威,1
 嘉楠耘智,1
 大同,0
 川普,0
 特朗普,0
 田村隆幸 ,1
 紅磡,1
 葵芳,1
 蘭桂坊,1
 觀塘,0
 遠藤仁 ,1
 陶冉,0
 魯西歐,0
Amarinder Singh,1
Ann,0
Anthon Charmig,1
Anthony Rapp,0
Antonio Lucio,1
Array,1
Bart Sano,0
Ben Bernanke,0
Brendt Christensen,1
Brian Krzanich,0
Carlos Ghosn,0
Charlie Warzel,1
Charmig,1
Chen 'Charlley' Zhao,1
Danny Alexander,1
Dion Weisler,1
Donald L. Ferrin,0
Donald Trump,0
Donald Tusk,0
Dr. Lisa Su,1
Emma Revie,1
Emmy,0
Enrique Lores,1
Evelyn Beatríz Hernández,1
Facebook ,0
Fidelidade ,1
Frank Underwood,0
Hans Block,1
Harvey Weinstein,0
Heather Unruh,1
Herbert Diess ,1
Hongjin Tan,1
Irene Knapp,1
Jack Smith,0
James Burke,0
Jen Frazer,1
Jennifer Hyman,1
Jerome Powell,0
John Bolton,1
John Demers,1
Justin Trudeau,1
KY,0
KY宸鴻,1
Katharine Graham,1
Keith,1
Klaus Iohannis,0
Kolas,0
Kolas Yotaka,0
Let Me Be Frank,0
Louis,0
Marc Benioff,0
Mary Barra,1
Masa,0
Michael Kratsios ,1
Michael R. Pompeo,0
Mick Mulvaney,0
Moritz Riesewieck,0
NA ,0
Nanak,1
Neha Sharma,0
Nicholas Smith,0
PO文,0
PatrickShyu,1
Peter Ratcliffe,0
PewDiePie,0
PewDiePie ,0
President Nixon）,1
Ray,0
Raymond Greene,1
Rick Bergman,0
Robert Swan,1
Samoa,1
Schumer,0
Seven Dreamers,1
Shobhit Gupta,1
Shyu,1
Sir Peter J. Ratcliffe,0
Sole,0
Sonia,0
Sri,0
Tasuku Honjo,0
Terry,0
Thomas Cook,0
Tim Cook,0
Tran Vy,1
Travis Kalanick,1
Trent Shores,1
Varlitinib ,1
Vitaly Kamuk,1
Wccftech,1
William G. Kaelin Jr,0
William Kaelin,0
Yeh Ching Wei,1
Yu Pingan,1
Y座,0
facebook,0
　佐臻,0
。文,0
。莊,0
丁噹,0
三谷,0
上海仔,0
九巴,0
乾,0
于平安,1
于楊,0
于正,0
亨特,0
以利柯P,0
任之恒,1
伊歐漢尼斯,0
伍啟睿,1
伍家揚,1
伍瑋謙,1
伯克,0
佐臻,0
何,0
何培才,1
何宗原,1
何建功,1
何慶生,1
何松澤,1
何梓聰,1
何淑琳,1
何湯雄,1
何潤勝,1
何語,0
余,0
余俊亮,1
余天,0
余天同,1
余若薇,1
佳聯元朗門,0
佳龍,0
侯,0
侯佩岑,1
侯倬倫,1
侯友宜,1
侯彩琳,1
俞官興,1
傅春生,1
傅涉,0
傅許,0
傑克森洞,1
傑克．史密斯,0
傑志,0
傑星,0
光禹,1
克拉維斯,1
克里斯滕森,0
公布港,0
冠忠南區,1
凱文史貝西,0
凱林,0
凱瑟琳．葛蘭姆,1
判莊,0
判魯,0
利雅華,1
劉,0
劉中惠,1
劉佳倫,1
劉吉雄,1
劉君正,1
劉咸昌,1
劉威甫,1
劉家喬,1
劉寅娜,1
劉帥,0
劉帥北漂,0
劉康彥,1
劉彥良,1
劉德音,1
劉惠宗,1
劉愛華,1
劉慶侯,1
劉慶珠,1
劉文文,1
劉新正,1
劉昊然,1
劉昌松,1
劉柏祺,1
劉濱銓,1
劉皇發,1
劉結一,0
劉肇邦,1
劉若英,1
加藤鷹,0
勞敏儀,1
匿名,0
千金綦,0
卓榮泰,1
卓永財,1
南丁格爾,1
南華,1
博爾頓,0
卡姆克,0
卡尼,0
卡拉尼克,0
卡爾塔普,0
卡瓦納,0
卡瓦納（James Kavanaugh,0
古,0
古普塔,0
台灣華懋,1
台玉,0
史維,0
史諾登,0
史貝西,0
吉尼．蘿密,0
吉田淳,1
君君,1
吳,0
吳京,0
吳佩慈,1
吳俊賢,1
吳傳輝,1
吳勝利,1
吳吞,0
吳坤錦,1
吳奕靖,1
吳女,0
吳威志,1
吳子嘉,1
吳宗憲,1
吳宗榮,1
吳宣儀,1
吳寶春,1
吳左右,0
吳忌寒,0
吳怡昌,1
吳慶輝,1
吳成,0
吳敦義,1
吳文,0
吳文明,1
吳斯懷,1
吳昇儒,1
吳景明,1
吳東明,1
吳清源,1
吳琪銘,1
吳男,0
吳當傑,1
吳秉叡,1
吳釗燮,1
呂,0
呂孫綾,1
呂宋,0
呂宗南,1
呂建安,1
呂東英,1
呂秀蓮,1
呂秉權,1
周,0
周一亞股,0
周一公布,0
周三特,0
周剛,0
周四復課,0
周川普,0
周延龍,1
周敏鴻,1
周杰倫,1
周男,0
周科大,1
周繼祥,1
周麗真,1
哈孝遠,1
哈維．韋恩斯坦,0
唐,0
唐從聖,1
唐曉峰,1
唐納．費倫,0
唐詠絮,1
唐鳳,0
商億京,0
商台,0
喬 毛姆,0
喬安娜 切里,1
嘉楠耘智,1
嘉院聰家恩,1
嚴庚辰,0
嚴慶龍,1
因林,0
國瑜,1
圖斯克,0
堡達,0
塞門薩,0
夏,0
夏博思,1
夏姿,0
夏志誠,1
夏瑪,0
大田,0
太宰治,1
奧布萊恩,0
奧斯卡,1
妮可基嫚,0
姚介修,1
姚晨,0
姚量議,1
姜維池,1
娜娜,1
娣娣,0
娣娣祝,0
婁燁,0
孔朝,1
孫,0
孫嘉明,1
孫幼英,1
孫正義,1
孫燕姿,1
孫繼正,1
安倍,0
安倍晉三,0
安宰賢,1
安德伍德,0
安東尼瑞普,0
宋,0
宋國鎮,1
宋楚瑜,1
宋男,0
宋祖兒,1
宋祖德,1
宋秉華,1
完永毅,1
宣明智,1
宣璐,0
富亨,1
富大埔,1
寶琳,0
小S,0
小林健一,1
小燕姐,0
小琪,0
小芳,0
小英,0
小金,0
尹立,0
尼克,0
尼克森,0
尼瑪,0
崔定邦,1
崔維斯．卡拉尼克,0
川,0
川普,0
川普早,0
川普普,0
川普比,0
川普真,0
布洛克,0
布萊N,0
布萊恩,0
希特勒,0
常玉,0
庫德洛,0
康友,0
廖,0
廖勝利,1
廖哲宏,1
廖安莘,1
廖宜鵬,1
廖建鈞,1
廖明輝,1
廖浚弘,1
廖清輝,1
廖達琪,1
廖雪茹,1
廖鴻輝,1
廣昌閣,1
張,0
張世杰,1
張健峰,1
張克士,1
張克士力,1
張力,1
張君豪,1
張吞,0
張哲,1
張善喻,1
張嘉敏,1
張嘉祥,1
張國政,1
張國華,1
張女,0
張學友,1
張宇,1
張宇人,1
張宏陸,1
張宜豐,1
張庭禎,1
張廣然,1
張建宗,1
張建生,1
張建華,1
張志偉,1
張惠立,1
張慧雲,1
張文川,1
張昌平,1
張明輝,1
張智凱,1
張曉雯,1
張書豪,1
張東耀,1
張桂銘,1
張榮發,1
張永泉,1
張浩維,1
張玉鳳,1
張男,0
張綱維,1
張育誠,1
張菁惠,1
張藍圖,0
張藝興,1
張貴富,1
張超雄,1
張達明,1
張達隆,1
張銘祐,1
張顯耀,1
強森,0
彭健新,1
彭博,0
彭博巴克萊,0
彭曉冉,1
彭毅詩,0
徐,0
徐乃麟,1
徐國勇,1
徐女,0
徐少,0
徐少塗,0
徐少年,0
徐弘庭,1
徐志皓,1
徐愷昕,1
徐男,0
徐耀昌,1
徐聖倫,1
徐若瑄,1
徐藍科,1
徐霄菀,1
徐高,0
心悅,0
愉園,0
愛妮妮,1
慈雲山,1
慧,0
戚薇,1
戴光育,1
戴啟思,1
戴廷匡,1
戴桑,0
戴淑芬,1
戴立忍,1
戴誠志,1
抓美女,0
抗議文,1
拉特克里夫,0
拜登,0
接玉璽,0
推特發文,0
揚秦,0
換瑜說,0
摩力茲‧里斯維克,0
故家欣,1
文在寅,1
文斯 戴爾,0
文淇,0
新巴城巴,0
方,0
方仲賢,1
方國珊,1
方馨,1
施逸翔,1
旭順,0
昇楷,0
明晟,0
明獨董,0
明道,1
昱盛,0
晉峰,0
普塔,0
曉芬,0
曹興誠,1
曾,0
曾國財,1
曾國輝,1
曾子余,1
曾家進,1
曾寶祥,1
曾梓洋,1
曾澄清,1
曾銘宗,1
曾馨瑩,1
本庶佑,0
朱,0
朱、林,1
朱國榮,1
朱妻,0
朱宏偉,1
朱成志,1
朱浩賢,1
朱立倫,1
朱野,0
朱野歸子,1
李,0
李世丙,1
李世新,1
李並,0
李余典,1
李余典祭,1
李作權,1
李佩珍,1
李佳峰,1
李傲然,1
李傳毅,1
李兆基,1
李兆銓,1
李克強,1
李全教,1
李向王,1
李員,0
李嘉彬,1
李國麟,1
李威儀,1
李安景,1
李宏文,1
李家超,1
李家銘,1
李屏賓,1
李展超,1
李建文,1
李建穎,1
李建興,1
李德財,1
李志仁,1
李志文,1
李志鴻,1
李思賢,1
李恆隆,1
李愷先,1
李應,0
李承翰,1
李敖,0
李旻蔚,1
李昱叡,1
李晉緯,1
李永萍,1
李泳泉,1
李洛淵,1
李淑妃,1
李炳南,1
李瑞廷,1
李男,0
李登輝,1
李立法,1
李與藍,0
李訓成,1
李設定,0
李麗,1
杜魯托,0
杜魯道,0
東山結衣,0
東隆興,1
林,0
林一夫,1
林不服,0
林佳龍,1
林偉強,1
林全,1
林冠百,1
林冠霖,1
林右正,1
林圀宏,1
林媛婷,1
林宏彬,1
林寶水,1
林小薇,1
林幸蓉,1
林德福,1
林憲同,1
林憲銘,1
林技典,1
林敏志,1
林明儒,1
林明裕,1
林映陸,1
林昭廷,1
林昱萱,1
林暐哲,1
林朗秋,1
林村田,1
林柏宏,1
林桂馨,1
林毓棠,1
林洋港,1
林淑如,1
林淑惠,1
林淑芬,1
林玉華,1
林男,0
林男，林男,0
林至逸,1
林致彬,1
林若勤,1
林萬億,1
林蔚山,1
林蔚東,1
林裕豐,1
林輝宏,1
林適中,1
林郭文艷,1
林鄭月娥,1
林陳勝,1
林靜儀,1
林靜文,1
柏南克,0
柏文,0
柏瑞,0
柯,0
柯P,0
柯乃熒,0
柯媽,0
柯宏昌,1
柯富仁,1
柯志恩,1
柯文哲,1
柯梓凱,1
柯莎,0
柯賜海,1
柯麗卿,1
格雷琴卡森,1
梁,0
梁卓長,1
梁天琦,1
梁定邦,1
梁文傑,1
梁智仁,1
梁榮江,1
梁煥敏,1
梁祐維,1
梁美芬,1
梁舒涵,1
梁鵬威,1
梅努欽,0
梅根,0
梅根凱莉,0
楊,0
楊乃文,1
楊佳賢,1
楊偉東,1
楊冪,0
楊則吞,0
楊博欽,1
楊哲灃,1
楊嘉仁,1
楊國文,1
楊士弘,1
楊家班,1
楊岳橋,1
楊德昌,1
楊政憲,1
楊政綱,1
楊政郡,1
楊文值,1
楊文科,1
楊明綺,1
楊晴,1
楊棋材,1
楊男,0
楊秀玉,1
楊竣傑,1
楊紫彬,1
楊自立,1
楊茜婷,1
楊蕙如,1
楊身穿,0
楊雅筑,1
楚瑜,0
樊一婧,1
標準流浪,0
樺壹,0
欒昀茜,1
歐啦,0
歐嘉樂,1
歐嬤桑,0
歐彥志,1
歐陽,0
歐陽大,0
歐陽妮妮,1
歐陽娜娜,1
歐陽娣娣,0
歐陽渭棠,0
歐陽龍,1
武傑,1
段崇智,1
水蓮,0
江,0
江國貴,1
江永昌,1
江芳瑜,1
江郅豪,1
汪,0
汪英達,1
汪誠,0
沃澤爾,0
沃茲尼克,0
沈慶行,0
沈榮津,1
沈祖堯,1
沈秀玲,1
沈義雄,1
沙田,0
沙田大,1
沙龍,1
沛亨,0
法蘭克,0
法蘭克．安德伍德,0
法蘭科,0
波頓,0
波頓 ,0
洛爾斯,0
洪正達,1
洪清福,1
洪秀柱,1
洪耀福,1
海曼,1
海清,1
海瑟．安魯,0
海英俊,1
深海晶,1
渭棠,0
港,0
湘竹,0
湯家驊,1
湯文馨,1
湯湘竹,1
湯漢,0
湯翹哲,1
溫,0
溫拿,0
滕坦言,0
滕從無,1
滕錦光,1
漢斯．布洛克,0
潘,0
潘家榮,1
潘文忠,1
潘曉穎,1
澤尻英龍,1
澤尻英龍華,1
澤連斯基,0
瀧澤科,0
烏,0
燦坤,0
牛松,0
牟,0
牟中瑜,1
牟孝儀,1
牟明哲,1
牟男,0
特朗普,0
特朗普敦促澤倫斯基,0
狐仙,0
玉山卡,0
王,0
王KAI,0
王中磊,1
王健林,0
王光祥,1
王力宏,1
王厚偉,1
王均,0
王姿琳,1
王宇,1
王宇正,1
王安莉,1
王建棟,1
王志超,1
王思聰,1
王懷恭,1
王捷,1
王文,1
王文也,1
王文洋,1
王晉,0
王晶,1
王桂霜,1
王樂妍,1
王永璽,1
王源,1
王瀝川,1
王為,0
王瑞宏,1
王維明,1
王逸,1
王郁倫,1
王金平,1
王錦木,1
王龍,0
珍菌堂,0
理文,0
瑩穎,0
瑪格羅比,1
瑪莉亞,1
田,0
田亞霍,1
田啟元,1
田揚名,1
申萬宏源,1
白安,0
白富美,0
白月光,1
白金蕾,0
盧,0
盧兆崎,1
盧勝榮,1
盧秀燕,1
盧翊銘,1
盧郁佳,1
砲忠,0
祝明日,0
福永報恩,1
福爾摩沙,0
科嘉-KY,0
秦嵐,0
程耀輝,1
穆迪,0
立雄,1
章,0
章啟光,1
章啟明,1
章家,0
章榮高,1
章氏,0
章民強,1
章瑩穎,1
管浩鳴,1
範丞丞,0
簡良益,1
米雪,1
粘瑞益,1
紀,0
紀安郎,0
紀曉波,1
約翰梅爾,0
約翰遜,1
納德勒周,0
結衣,0
綠帽夫,0
綦美合,1
繆嫌,0
繆竹怡,1
羅,0
羅伯特,0
羅伯特·奧布萊恩,0
羅伯特・斯萬,0
羅傑艾爾斯,1
羅君豪,1
羅國輝,1
羅文嘉,1
羅瑩雪,1
羅致政,1
羅賽尤,0
羅賽尤（Ricardo Rossello,0
翁,0
翁偉倫,1
習近平,1
耀正毅,1
老蕭,0
聖暉,0
聚陽,0
聰哥,0
胡志明,1
臻鼎,1
舒默,0
艾利森（James P. Allison,0
艾姆勒,0
艾拿臣,0
艾比,0
艾比(Abby Spielmacher,1
艾瑞卡．諾斯,1
艾里斯,0
芮寶生醫,1
若川普,0
范克豪澤,1
范振鴻,1
范璧如,1
范雲,0
莊,0
莊人祥,1
莊妻,0
莊文沂,1
莊爵安,0
莊琇媛,1
莊男,0
莊錫根,1
莎莉賽隆,0
莎莎,0
菊地正俊,0
華前夫高城剛,0
華春瑩,1
萬榮富,1
葉,0
葉佳瑛,1
葉卓文,1
葉天倫,1
葉建源,1
葉意騰,1
葉振興,1
葉智強,1
葉柱均,0
葉毓蘭,1
葉清偉,1
葉瑾瑜,1
葉良超,1
葛妮絲,0
葛拉漢,0
葛珮帆,1
葛胥曼,0
葛蘭姆,0
葛越晟,1
董座鬧,0
董璇,0
蓬佩奧,0
蔡,0
蔡佩芸,1
蔡依玲,1
蔡國新,1
蔡壁如,1
蔡宗憲,1
蔡彰盛,1
蔡想,0
蔡政府,1
蔡明翰,1
蔡正元,1
蔡沐霖,1
蔡火炎,1
蔡琪銘,1
蔡男,0
蔡維邦,1
蔡英俊,1
蔡英文,1
蔡開宇,1
蔡難道,0
蔡麗玲,1
蔣,0
蔣竣植,1
蕫繆竹怡,1
蕭博文,1
蕭子朗,1
蕭惠中,1
蕭敬騰,1
蕭爾斯,0
薑慧梓,1
薛峰,1
藍,0
藍信祺,1
藍文祺,1
藍秀琪,1
蘇,0
蘇啟誠,1
蘇姿丰,1
蘇富比,1
蘇巧慧,1
蘇建榮,1
蘇打綠,1
蘇揆,0
蘇浚鋒,1
蘇芸樂,1
蘇英麟,1
蘇荻安,1
蘇貞昌,1
蘇起,0
蘇金鳳,1
蘭桂芳,1
衞炳江,1
袁學凡,1
袁弘,0
裴振福,1
裴洛西,0
裴金佳,1
褚志崧,1
西正典,0
許,0
許信良,1
許家禎,1
許旭輝,1
許祈文,1
許芫綺,1
許銘春,1
詹,0
詹克團,0
詹姆斯．伯克,0
諾斯,0
謝,0
謝介裕,1
謝佳伶,1
謝宗霖,1
謝忻,0
謝昀澤,1
謝昌年,1
謝沄蓁,1
謝維正　佐臻,1
謝金河,1
謝金賢,1
謝長廷,1
譚俊傑,1
譚榮芬,1
譚詠麟,1
譚鴻進,1
谷立言,1
貝尼奧夫,0
貝斯美德,0
貝鈞奇,0
賀陳弘,0
賀鳴珩,1
賈伯斯,0
賈文中,0
賈靜雯,1
賤岳,0
賤岳傳,0
賴,0
賴俊吉,1
賴品妤,1
賴揆,0
賴昇楷,1
賴永吉,1
賴清德,1
賴進坤,0
越秀,1
趙,0
趙成,1
趙成就,1
趙正義,1
辛赫,0
辻一弘,0
近平,0
迪麗熱巴,0
速龍,0
連戰,0
連斐璠,1
逸達,0
達志,0
邁克·奎格利,0
那納克,0
邱,0
邱世忠,1
邱俊憲,1
邱劭,0
邱垂正,1
邱學銘,1
邱宇彬,1
邱彥雄,1
邱毅,0
邱男,0
邱男未,0
邵昀俊,1
郁,0
郁玲,1
郝明義,1
郝龍斌,1
郭,0
郭台銘,0
郭女,0
郭敬明,0
郭明宗,1
郭明忠,1
郭明賓,1
郭正亮,1
郭永鴻,1
郭董,0
郭董大,0
郭辦,0
郭采潔,1
郭霽,0
郭靜純,1
鄒子廉,1
鄒新宇,1
鄧,0
鄧光明,1
鄧女,0
鄧媛,1
鄧家琪,1
鄧振強,1
鄧穎韜,1
鄭,0
鄭俊毅,1
鄭凱富 Alex Cheng,1
鄭太,0
鄭子峰,1
鄭巧晶,1
鄭文燦,1
鄭晴文,1
鄭照新,1
鄭男,0
鄭男經,1
鄭男興,1
鄭秀玲,1
鄭翠碧,1
鄭聖儒,1
鄭進泓,1
鄭雅,1
鄺曉斌,1
酈英傑,1
重鵬,0
金士平,1
金寶山,1
金河,0
鈞寶,0
錢,0
錢三友,0
錢利忠,1
錢大康,1
錢木源,1
錢雅卓,1
鍾,0
鍾嘉村,0
鍾國彬,1
鍾增林,1
鍾山,0
鍾德美,1
鍾男,0
鍾素娥,1
鍾育霖,1
鍾鎮濤,1
鍾鳴時,1
鐘楚曦,1
鐘雅慧,1
阮國非,1
阿什沃斯,0
阿伯許,0
阿扁,0
阿瑋,1
阿立,0
阿立若,1
阿翔,0
阿翰,0
阿輝,0
阿通,0
阿銘,0
陳,0
陳令軒,1
陳以文,1
陳俞雄,1
陳偉,1
陳偉和,1
陳偉霆,1
陳傲軒,1
陳其邁,1
陳凱歌,1
陳勝,1
陳勤,1
陳勤來,1
陳又新,1
陳友,0
陳友。,1
陳同佳,1
陳哲宇,1
陳嘉信,1
陳國欽,1
陳奕迅,1
陳女,0
陳學敏,1
陳展浚,1
陳履安,1
陳彥任,1
陳彥君,1
陳恒鑌,1
陳慰慈,1
陳敦源,1
陳昆明,1
陳昆鴻,1
陳映蓉,1
陳晉一,1
陳晴萱,1
陳月端,1
陳柏文,1
陳正達,1
陳武傑,1
陳民,0
陳水扁,1
陳永昌,1
陳沁涵,1
陳沛然,1
陳泳彰,1
陳漢儀,1
陳漱涵,1
陳潣柔,1
陳潤潼,1
陳潤秋,1
陳瑞聰,1
陳男,0
陳百祥,1
陳礪志,1
陳福川,1
陳秀蓮,1
陳紅,0
陳紅一,1
陳綺貞,1
陳肇始,1
陳致中,1
陳英凱,1
陳茂松,1
陳茂波,1
陳莉蓮,1
陳超明,1
陳逢璿,1
陳逸文,1
陳飛宇,1
陳鴻翔,1
陶喆,1
陸挺,0
陽娜娜,1
陽渭棠,1
雷,0
雷根,0
雷科,0
雷諾,0
霍建華,1
青峰,1
青年科,0
韋建宗,1
韋恩斯坦,0
韋斯坦,0
韋汝,0
韓,0
韓國瑜,1
韓芳介紹,1
顏再,0
顏寬恒,1
顏翱天,1
顧立雄,1
飛雅特克萊斯勒 ,0
養小三4,0
饒雪,0
香港飛馬,1
馬,0
馬丘,0
馬仲儀,1
馬傑偉,1
馬克思,1
馬克龍,0
馬克．貝尼奧夫,0
馬妞,0
馬爾瓦尼,0
馬維欣,1
馬英九,0
馮新平,1
馮梓軒,1
騏遠,0
高,0
高以翔,1
高仲明,1
高恩 ,0
高拔陞,0
高振邦,1
高玉樹,1
高雲翔,1
鬧雙包案,0
魏德聖,1
魏斯勒,0
魯德海,0
魯西歐,0
鮑威爾,0
鮑爾,0
鮑里斯 約翰遜,0
鴻海,0
鴻海人,0
鴻翊,0
麥凱茵,1
麥康奈爾,1
麥特,0
麥福達,1
麥衛文,1
黃,0
黃世陽,1
黃乃文,1
黃亦筠,1
黃偉哲,1
黃哲斌,1
黃國昌,1
黃國書,1
黃國銘,1
黃女,0
黃子欽,1
黃心華,1
黃志明,1
黃志豪,1
黃想置,0
黃捷,0
黃文清,1
黃文烈,1
黃文財,1
黃旗指,0
黃昱中,1
黃昱凱,1
黃景瑜,1
黃曉明,1
黃淑頻,1
黃牌,0
黃玉霖,1
黃男,0
黃皓雋,1
黃碧娟,1
黃秋蓮,1
黃維德,1
黃翠玲,1
黃肇雄,1
黃詠榆,1
黃詩珊,1
黃載文,1
黃郁庭,1
黃郁玲,1
黃都坦誠,1
黃重諺,1
黃金龍,1
黃顯雄,1
黎培基,1
黎奕彬,1
黑箱喬,0
默克爾,1
鼎益豐,1
齊秦,0
龔俊介紹,1
龔明鑫,1
李女,0
，伯克,0
，川普,0
，林,0
，紀男,0
